labels,text,expr_s,prob_expr_s,max_prob
guilt,When I used to tell Mum I was going somewhere else than where I was (going). ,guilt,"[0.5053406755129496, 0.3725375458598137, 0.48745766033728916, 0.7758062779903412, 0.3842660089333852, 0.6914837459723154, 0.5995810528596243]",0.7758062779903412
joy,When my brothers had passed all of their exams and were able to graduate from their courses. ,joy,"[0.36739063759644824, 0.2764567906657855, 0.321138675014178, 0.639450286825498, 0.7532216707865397, 0.4760287379225095, 0.34040261059999466]",0.7532216707865397
fear,When I was caught in an elevator and it got stuck between floors. ,fear,"[0.7969362040360769, 0.6942726870377859, 0.9261158108711243, 0.8937789797782898, 0.1283540460281074, 0.8049278606971105, 0.8651768366495768]",0.9261158108711243
anger,When I was put into a tennis team below my standard. ,shame,"[0.9062727888425192, 0.7910092969735464, 0.7812594026327133, 0.9437662959098816, 0.06508213533864667, 0.8118326862653097, 0.9583213627338409]",0.958321362733840
sadness,When my father died. ,sadness,"[0.6156801929076513, 0.6104250550270081, 0.8011830151081085, 0.8653119603792826, 0.31012999545782804, 0.913971891005834, 0.7291722496350607]",0.913971891005834
disgust,When I have seen people very drunk and making fools of themselves. ,shame,"[0.7443918436765671, 0.7511750857035319, 0.5797371168931326, 0.7427625010410944, 0.006368688074871898, 0.4736769112447898, 0.823869119087855]",0.82386911908785
shame,When my friends were rude to a girl. ,shame,"[0.9548461933930715, 0.9486760993798574, 0.7103860328594843, 0.9330815076828003, 0.004513371706707403, 0.6947298720479012, 0.9575487971305847]",0.957548797130584
guilt,When I was rude to my mother and got angry with her. ,anger,"[0.9692787726720175, 0.8784294625123342, 0.48879971106847125, 0.9478017489115397, 0.011702730794543944, 0.4672095825274785, 0.9385480284690857]",0.9692787726720175
joy,When my present boyfriend asked me initially to go out with him I had waited a long time for this to occur. ,joy,"[0.2932253417869409, 0.15793242740134397, 0.2956172501047452, 0.6087439060211182, 0.7905988742907842, 0.314177505671978, 0.3422400380174319]",0.7905988742907842
fear,"When somebody broke into our home one night when my mother was out, and my sister and I had just gone to bed. ",fear,"[0.9100617468357086, 0.8341901302337646, 0.9591358800729116, 0.9043258825937907, 0.1889452349084119, 0.8750065763791403, 0.8866493205229441]",0.9591358800729116
anger,When my sister lost my favourite jumper at a party and failed to tell me for several days after it happened. ,shame,"[0.8445926904678345, 0.6129585405190786, 0.659129132827123, 0.8042778273423513, 0.04720485955476761, 0.813089057803154, 0.8897882203261057]",0.889788220326105
sadness,"When my father passed away of cancer, I was extremely saddened. He was not very old, which made matters worse. The actual death was horrendous, but the moving funeral saddened me more so. ",sadness,"[0.639897808432579, 0.8229407469431559, 0.8633407453695933, 0.8855388462543488, 0.2545714161048333, 0.9205236732959747, 0.7618021965026855]",0.9205236732959747
disgust,"When walking along the beach with my boyfriend, we saw people having sex on the sand dunes in full view of everyone. It was the fact that they chose that area in which to have sex, that disgusted me. ",anger,"[0.9812023043632507, 0.9785735011100769, 0.9138023257255554, 0.8331454396247864, 0.11329044114487867, 0.767600749929746, 0.9584706425666809]",0.9812023043632507
shame,"When I told my sister I had slept with my boyfriend, and she at first was mad at me I then felt shame for this act, but not guilt. ",shame,"[0.4209239725023508, 0.7341202696164449, 0.6694735127190748, 0.4238396270084195, 0.010887301543940945, 0.7675040612618128, 0.9446625808874766]",0.944662580887476
disgust,"I stayed at the Coast for a weekend with friends. My brother came to drive me home, but was rude, and in a hurry to rejoin his friends. I was embarrassed because the family involved was extremely nice, and hospitable to him. ",shame,"[0.8522274196147919, 0.8727673093477885, 0.7665353417396545, 0.9170174598693848, 0.26641674650212127, 0.8952951530615488, 0.968117743730545]",0.96811774373054
shame,"I allowed my then boyfriend to touch me, if only briefly. ",guilt,"[0.2410096771394213, 0.07107278991801043, 0.17343320759634176, 0.873626301685969, 0.3553469280401866, 0.4500029770036538, 0.43696385870377225]",0.873626301685969
guilt,I ate biscuits one night after tea while watching TV - I don't know why. ,guilt,"[0.35928152191142243, 0.17524585329617062, 0.2681452613323927, 0.7654800216356913, 0.24134267369906107, 0.5254380454619726, 0.610339048008124]",0.7654800216356913
joy,"When I saw my brother in Church, and publically accept Jesus Christ as his saviour and Lord. ",joy,"[0.2343224100768566, 0.03820044432844346, 0.20471097249537706, 0.4801584507028262, 0.8327062527338663, 0.39375119376927614, 0.16424336408575377]",0.8327062527338663
fear,"I was seven years old and swimming outside the flags at the Gold Coast. I was caught in a rip and taken out about m. I couldn't swim too well, but an older friend () swam out and saved me. ",guilt,"[0.5706225087245306, 0.39778735240300495, 0.7457333008448283, 0.7950199047724406, 0.5248150403300921, 0.6390406092007955, 0.6294641594092051]",0.7950199047724406
anger,"While at school I had to write an essay for doing something wrong that I didn't do. I wrote the essay about how I was mistreated and got Saturday morning detention along with a few other kids, but they didn't show up. ",shame,"[0.7839049796263377, 0.7008431404829025, 0.6672839472691218, 0.8424970209598541, 0.10540980954344074, 0.7377782215674719, 0.9000245531400045]",0.900024553140004
sadness,When one of my closest friends died unexpectantly. ,fear,"[0.7059574375549952, 0.6210649907588959, 0.9106420973936716, 0.8562460939089457, 0.12667686527129263, 0.9032985071341196, 0.6779839595158895]",0.9106420973936716
disgust,When I saw a male engineer one year and came back to find he was now a female (I don't know it/them personally). ,shame,"[0.8559074501196543, 0.7329644858837128, 0.8329382638136545, 0.8050765991210938, 0.2843066267669201, 0.8686303893725077, 0.8799623052279154]",0.879962305227915
shame,"When Dad went to a Sports Day and was the only parent there, and he was cheering for us. ",joy,"[0.021293502921859424, 0.007437426082712288, 0.041676882770843804, 0.3773129787296057, 0.8712840477625529, 0.15528210749228796, 0.020192311766246956]",0.8712840477625529
guilt,We owned a shop and I used to serve in it occasionally. We sometimes took lollies out of the stand and Dad caught me one day. ,guilt,"[0.7548864930868149, 0.5723482420047125, 0.6815625677506129, 0.9259235362211863, 0.4030610993504524, 0.7562222282091776, 0.8803077936172485]",0.9259235362211863
joy,On holidays - just driving along a road beautiful scenery. Just with my boyfriend - not really talking but just feeling overwhelmed. ,sadness,"[0.32029304187744856, 0.04826294617184127, 0.5250853319497159, 0.6327319890260696, 0.5475320816040039, 0.884361982345581, 0.3361416657765706]",0.884361982345581
shame,Lying to a friend about something that was trivial. ,shame,"[0.670818030834198, 0.7238444040218989, 0.4115859487404426, 0.8781125197807947, 0.003262804889042551, 0.5042754883567492, 0.9367901782194773]",0.936790178219477
guilt,"I had promised to do a task for someone that was close to me, and from the outset I knew it was important that I do it, but when it came to it, I let them down. ",guilt,"[0.9175325036048889, 0.7950538297494253, 0.8132594128449758, 0.9733545184135437, 0.08316093869507313, 0.8326035588979721, 0.9634730418523153]",0.9733545184135437
joy,Good news about a sick relative. ,joy,"[0.00028404097004871193, 0.00022576953779207543, 0.001049962343434648, 0.09350040601566434, 0.9701253970464071, 0.00029574597768563155, 0.0003788565130283435]",0.9701253970464071
fear,Walking in the dark by myself. ,sadness,"[0.7326211283604304, 0.664164716998736, 0.9096812705198923, 0.8769122163454691, 0.3206203021109104, 0.9337026874224345, 0.859963983297348]",0.9337026874224345
anger,"Getting terrible meals, but paying heaps for them. ",anger,"[0.8957061866919199, 0.827143927415212, 0.6637034590045611, 0.8074339926242828, 0.06841981488590439, 0.6686887443065643, 0.8618856569131216]",0.8957061866919199
sadness,When felt lonely about writing my family. ,sadness,"[0.18506732660656175, 0.08502108945200841, 0.35423120805838454, 0.5746363724271456, 0.02130473405122757, 0.8346263567606608, 0.2564741335809231]",0.8346263567606608
disgust,Person talking about a situation while eating. ,guilt,"[0.4689548785487811, 0.3351619752744834, 0.5628762642542521, 0.573986696700255, 0.03551251251095285, 0.3977515983084838, 0.35354984117050964]",0.573986696700255
shame,Felt it after I spoke terribly (got mad at) the person who is the most important in my life. ,guilt,"[0.9531724353631338, 0.8065314888954163, 0.9078516562779745, 0.9727043608824412, 0.06437971895017351, 0.9157253503799438, 0.9574956794579824]",0.9727043608824412
guilt,Not giving up something for Lent. ,anger,"[0.31972263877590495, 0.11499971058219671, 0.23465410682062307, 0.2026799147327741, 0.21136934186021486, 0.23418549199899039, 0.1972009465098381]",0.31972263877590495
joy,When I received my TE Score and my acceptance from University - it had been a goal since I left the bank a year earlier. ,joy,"[0.062300498597323895, 0.014515778709513446, 0.09481050229320924, 0.30892160286506015, 0.8910513818264008, 0.04269772923241059, 0.016834897571243346]",0.8910513818264008
fear,Every time I see a spider or a snake. ,fear,"[0.9035271604855856, 0.9303587277730306, 0.9659669200579325, 0.7615827719370524, 0.17187530283505717, 0.648798248420159, 0.7963905036449432]",0.9659669200579325
anger,My younger brother and I had been fighting over the TV/Video. He kept on turning it on and off every seconds and was not listening to my authority and was being cheeky. We fought and I ended up in tears - he'd won. ,anger,"[0.9410526355107626, 0.8383766412734985, 0.791212280591329, 0.9264647463957468, 0.30964480619877577, 0.8618699312210083, 0.8995844622453054]",0.9410526355107626
sadness,The first time I left home. ,guilt,"[0.5157823041081429, 0.36739350606997806, 0.6272231042385101, 0.7541316896677017, 0.45802976687749225, 0.7078574150800705, 0.5537871917088827]",0.7541316896677017
disgust,"On a camp - boys and girls in one cabin. One guy forced himself upon another girl and was having intercourse, while the girl in the bunk beneath was pretending to be asleep and not be ill. ",shame,"[0.8996927440166473, 0.8685031433900198, 0.9014729857444763, 0.9163468877474467, 0.20190451305825263, 0.8171881834665934, 0.9572382668654124]",0.957238266865412
shame,When my new jeans split while I was with the youth group. ,guilt,"[0.7519214848677317, 0.4576894889275233, 0.7155837963024775, 0.8922651211420695, 0.21393263898789883, 0.7151988993088404, 0.7971325566371282]",0.8922651211420695
guilt,"When I was , I told Mum I came in at midnight, when really it was . . ",guilt,"[0.8212559918562571, 0.7476094861825308, 0.8444353838761648, 0.9521055022875468, 0.3214349051316579, 0.9247485895951589, 0.9510409335295359]",0.9521055022875468
joy,Can't remember specific event - besides just being moderately happy until a year or so ago. ,joy,"[0.01267758674415139, 0.0021705820108763874, 0.011846437482745387, 0.27730071389426786, 0.4484687779719631, 0.022342793333033722, 0.12427486595697701]",0.4484687779719631
fear,Left alone in dark when young. ,sadness,"[0.6542125890652338, 0.709347685178121, 0.9076557258764902, 0.8836493790149689, 0.008586297248257324, 0.9516880015532175, 0.9000587364037832]",0.9516880015532175
anger,Can't remember exact example. ,guilt,"[0.4018653283516566, 0.3133189504345258, 0.37140367180109024, 0.6363026350736618, 0.20214045979082584, 0.4897267669439316, 0.48978983610868454]",0.6363026350736618
sadness,Close relative is dying of cancer - found out last week. ,fear,"[0.5600970139106115, 0.655367836356163, 0.9084984560807546, 0.7971714287996292, 0.08708716593052183, 0.8046679844458898, 0.6219524840513865]",0.9084984560807546
disgust,"Doctors ignored relative who complained about pain, and is now dying of cancer. ",shame,"[0.8592839737733206, 0.8077460626761118, 0.7592720290025076, 0.9180094103018442, 0.019736392658766515, 0.7137330832580725, 0.9293510317802429]",0.929351031780242
shame,"One of my best friends'fiancT broke off the relationship because his feelings for me were stronger than for her. I felt the same for him, but did not really encourage him to leave her or stay with her - still felt shame. ",shame,"[0.41876433541377384, 0.5947746286789576, 0.7571882605552673, 0.8724165161450704, 0.20342094482233128, 0.8356755077838898, 0.9033096929391226]",0.903309692939122
sadness,After the fact that made me ashamed I felt sadness. ,shame,"[0.16768871208963296, 0.9546127816041311, 0.5842538625001907, 0.9452039102713267, 0.0016369858349207789, 0.970604012409846, 0.9851053357124329]",0.985105335712432
disgust,A person that eat half of a cockroach in a cake without knowing it. ,shame,"[0.910559078057607, 0.9002178212006887, 0.8228433032830557, 0.8961396912733713, 0.22889544267673045, 0.6427819455663363, 0.9531849920749664]",0.953184992074966
shame,"A situation where we were the center of attention, and things happened without my control on them, that showed our disagreement, and ignorance. ",shame,"[0.8949918448925018, 0.8353119889895121, 0.610226210206747, 0.81067722539107, 0.005161670521677782, 0.7154129644234976, 0.9320388436317444]",0.932038843631744
guilt,When I let a person assume a fault that I committed. ,shame,"[0.8047956923643748, 0.7550857961177826, 0.6907747785250345, 0.8077993591626486, 0.004230019364816447, 0.6756999964515368, 0.8829271892706553]",0.882927189270655
joy,"When finally I found a place to live, I felt relieved, predicting changes in my life, and I became happy. ",joy,"[0.002273377879949597, 0.0022396176403465993, 0.05267812514406008, 0.38833151866371435, 0.9543753067652384, 0.0011525502195581794, 0.043760220132147275]",0.9543753067652384
fear,When I dreamed that I was being attacked by a friend. ,fear,"[0.7056051045656204, 0.6167570501565933, 0.9396410385767618, 0.7095530927181244, 0.053438441012986004, 0.7009678341564722, 0.6228105823198954]",0.9396410385767618
anger,When I was left by the person I loved without any reason. ,sadness,"[0.9552697936693827, 0.9021694163481394, 0.9061838984489441, 0.8583163917064667, 0.020066047669388354, 0.9590846995512644, 0.9560797313849131]",0.9590846995512644
sadness,To fight with a sister and to know that she doesn't care. ,shame,"[0.9021998842557272, 0.936703493197759, 0.8406377136707306, 0.4144691553277274, 0.09225583823475365, 0.8193206091721853, 0.968453605969747]",0.96845360596974
disgust,To be kissed by soembody I didn't expect to. ,joy,"[0.4910290688276291, 0.19493498691978553, 0.5594027563929558, 0.7389956166346868, 0.9002827703952789, 0.440850836224854, 0.5456307617326578]",0.9002827703952789
shame,"A day when I was getting out of the shower I covered only the front part of my body with a towel (I was years old), and I didn't see that my cousin was in the room. ",guilt,"[0.8209517200787863, 0.6639382392168045, 0.7895671725273132, 0.8940108517805735, 0.40042224526405334, 0.7878250976403555, 0.8292710880438486]",0.8940108517805735
guilt,When I finished a love affair where I was responsible of the sad end. ,guilt,"[0.8016105393568674, 0.8692913750807444, 0.8154324690500895, 0.9766250550746918, 0.048450613030581735, 0.9408176839351654, 0.9683957795302073]",0.9766250550746918
joy,I felt it when I received a letter telling that I had been classified in a national concourse of p. . . I felt happy and vanity about it. ,joy,"[0.0028286647090377906, 0.0014593306502016883, 0.010427801093707481, 0.3560087539954111, 0.932835042476654, 0.0018929609602006774, 0.0055695691068346305]",0.932835042476654
fear,"I felt fear when once I was asleep and dreamed that I was dying asfixiated by a cardiac attack, I was afraid and woke up desperate. Altough I wasn't afraid of death I was afraid. ",fear,"[0.7371431986490885, 0.8218064804871877, 0.9833326935768127, 0.8974974453449249, 0.33965239572959643, 0.8531156082948049, 0.8194649716218313]",0.9833326935768127
anger,I feel it when I see that somebody is traying to made a stupid of me. ,anger,"[0.990910271803538, 0.9761051833629608, 0.9793604811032613, 0.9860502183437347, 0.08816168798754613, 0.9210933446884155, 0.9895080327987671]",0.990910271803538
sadness,I felt it when I was at home and saw a discussion without sense between my parents. ,fear,"[0.9665231506029764, 0.9425108730792999, 0.9685545663038889, 0.9392837683359782, 0.28128059301525354, 0.8945352534453074, 0.9600359896818796]",0.9685545663038889
disgust,When I see all the putridness of people. The fact is the catarrh and spits that whash the streets of S. Paulo. ,disgust,"[0.9831216633319855, 0.9836497803529104, 0.9702762464682261, 0.9310190578301748, 0.02984116447623819, 0.854332908987999, 0.9673171937465668]",0.9836497803529104
shame,I felt it when I felt that I was being observed as an object of pleasure (sexual) when I opened and took off a shirt in a classroom at P. V. C. ,anger,"[0.9198016623655955, 0.24913812692587575, 0.80234394967556, 0.9194777309894562, 0.35719394699359935, 0.21637120827411613, 0.8100641568501791]",0.9198016623655955
guilt,I felt it when playing I pushed my brother and he fell down cutting himself in pieces of tile. ,guilt,"[0.9701704581578573, 0.8750985662142435, 0.9593411286671957, 0.9915683964888254, 0.6360393414894739, 0.8314513862133026, 0.9758300483226776]",0.9915683964888254
joy,When I asked my girlfriend to marry me. ,joy,"[0.12585111831625304, 0.03463472953687111, 0.13654061468938986, 0.4503943547606468, 0.8407935996850332, 0.13626205447750786, 0.13999924374123415]",0.8407935996850332
fear,When I almost drowned myself in the municipal swimming pool that I use to go almost not excaping. ,fear,"[0.8350498874982198, 0.7696141997973124, 0.9347479542096456, 0.9331524074077606, 0.1398177401473125, 0.8538863956928253, 0.8933323919773102]",0.9347479542096456
anger,I was with my girlfriend when some guys that I don't like made fuss at my girl. ,guilt,"[0.9057697355747223, 0.8857872784137726, 0.6945806394020716, 0.9210581282774607, 0.1629739897325635, 0.7364267259836197, 0.8942076365152994]",0.9210581282774607
sadness,The death of my grandfather. ,sadness,"[0.5861272911230723, 0.5392366896073023, 0.863304595152537, 0.8401269714037577, 0.06152464172919281, 0.9032629032929739, 0.6467198332150778]",0.9032629032929739
disgust,To go through the underground way at suburb station of LAPA. Poor people and the ambulants badly dressed up in a passage badly kept. ,shame,"[0.7925837834676107, 0.8236481845378876, 0.6954216236869494, 0.8749896188577017, 0.1258123635003964, 0.7826313475767771, 0.9104746878147125]",0.910474687814712
shame,In a fight with my girlfriend in a luncheonette where everybody stared at me in such a way that I had to leave it. ,anger,"[0.9540641705195109, 0.9303354521592458, 0.8928909997145335, 0.9001128375530243, 0.015969071275321767, 0.7805053194363912, 0.9458505312601725]",0.9540641705195109
guilt,I pointed a failure of a friend of mine. ,guilt,"[0.9080220560232798, 0.9176133573055267, 0.8346844911575317, 0.9798402686913809, 0.0005526747918338515, 0.9182151854038239, 0.9768403867880503]",0.9798402686913809
joy,When I met a friend that I hadn't seen for some time. ,joy,"[0.24473976157605648, 0.11676862308134635, 0.260856069624424, 0.5870450536410013, 0.692125678062439, 0.43824157149841386, 0.28184014310439426]",0.692125678062439
fear,When I got in jungle where there was a great number of snakes. ,fear,"[0.8142387469609579, 0.8346621493498484, 0.9651781618595123, 0.883923610051473, 0.2267976786630849, 0.7773047337929407, 0.8495068252086639]",0.9651781618595123
anger,When an unknown person provoked me verbaly and physically. ,anger,"[0.9742481013139089, 0.8514480292797089, 0.9343953728675842, 0.9040702680746714, 0.02700107664956401, 0.6261993975689014, 0.9008455872535706]",0.9742481013139089
sadness,When my team lost a championship. ,guilt,"[0.9110468626022339, 0.7987346053123474, 0.7895605266094208, 0.9313723047574362, 0.03522155790900191, 0.8860289752483368, 0.926074375708898]",0.9313723047574362
disgust,"A dirty person, smelling bad and unknown laying on me. ",shame,"[0.7277295291423798, 0.9061930080254873, 0.8890539507071177, 0.7349465737740198, 0.00045334146852837875, 0.7532297273476919, 0.964057207107544]",0.96405720710754
shame,I confused a girl with another. ,guilt,"[0.7181348105271658, 0.2595384633168578, 0.407527856528759, 0.9713308115800222, 0.01156757251980404, 0.5811149043341478, 0.8247688909371694]",0.9713308115800222
guilt,Once when I complained I caused a great discussion between my parents. ,guilt,"[0.816536674896876, 0.663606991370519, 0.559892068306605, 0.9033328493436178, 0.05697218846762553, 0.575122964878877, 0.8326588372389475]",0.9033328493436178
joy,When I began to date a boy with whom I am till now. This was months ago. ,joy,"[0.278837197770675, 0.09001881070435047, 0.21395746370156607, 0.4816562483708064, 0.48379021883010864, 0.21612061001360416, 0.21760940055052438]",0.48379021883010864
anger,I learned that my girlfriend had been unjustly missed from work. ,guilt,"[0.9187557001908621, 0.7389577279488245, 0.7297401428222656, 0.9257555603981018, 0.08717158972285688, 0.8318572789430618, 0.9204789797465006]",0.9257555603981018
sadness,I got separated from the man I loved. ,sadness,"[0.7996601363023123, 0.2922052062737445, 0.943874716758728, 0.9557951192061106, 0.10672775000178565, 0.9623761077721914, 0.8666811386744181]",0.9623761077721914
disgust,An acquaintance of mine revealed himself in a light unexpected to me. ,joy,"[0.3757261683543523, 0.1913350678223651, 0.25876080182691413, 0.6829320639371872, 0.8560532033443451, 0.2735302698177596, 0.3168028009434541]",0.8560532033443451
shame,Once as a school girl I was copying at a class work and my teacher spotted me. ,guilt,"[0.5115911016861597, 0.4155850609143575, 0.5178268005450567, 0.7900610168774923, 0.27431481952468556, 0.4763825808962186, 0.6612332810958227]",0.7900610168774923
guilt,I was in a sanatorium. In front of me a boy fell down from his invalid's chair. I could help him but I didn't. I felt like being paralysed. ,fear,"[0.7357130000988642, 0.7373393376668295, 0.921453466018041, 0.9027049243450165, 0.29122408231099445, 0.9188282589117686, 0.8699460824330648]",0.921453466018041
joy,When I took my entrance exams successfully and also when I got my school leaving certificate because the delivering ceremony was extremely official. ,joy,"[0.16739837204416594, 0.04557916661724448, 0.08733259855459134, 0.35307486231128377, 0.8412233094374338, 0.06182248704135418, 0.04274720170845588]",0.8412233094374338
fear,When I was to sit for my first entrance exam. I had fear of a possible failure. ,fear,"[0.42681072279810905, 0.593698983391126, 0.9595024486382803, 0.8391513824462891, 0.037676220682139196, 0.7882239371538162, 0.6711781869331995]",0.9595024486382803
anger,I was indignant at the unimpartiality shown by the referees at the football match between Bulgaria and France. ,anger,"[0.9964432319005331, 0.987318883339564, 0.8453773955504099, 0.9210671484470367, 0.22089991018098468, 0.6926171084245046, 0.9619642198085785]",0.9964432319005331
sadness,When I got separated from the man I loved so much. ,sadness,"[0.7694178620974222, 0.2776115794355671, 0.9500915110111237, 0.8986895084381104, 0.22729247203096747, 0.9653268158435822, 0.7858414252599081]",0.9653268158435822
disgust,"When I was watching some scenes from the Bertoluchi's film ""Twentieth Century"". ",sadness,"[0.5440805529554685, 0.534588356812795, 0.5933662354946136, 0.5620709458986918, 0.38990639833112556, 0.6097108324368795, 0.43915514027078945]",0.6097108324368795
shame,When I was a school girl and I copied at a class work. ,guilt,"[0.19692442566156387, 0.07406994017461936, 0.1500483981023232, 0.6595280170440674, 0.3229035250842571, 0.185214065015316, 0.29707565903663635]",0.6595280170440674
guilt,"When I have sometimes been unfair to my parents, when I have happened to deceive them over some trifling things. ",guilt,"[0.7274216214815775, 0.7751052429278692, 0.5917661786079407, 0.9691301087538401, 0.03667708763775105, 0.7446194191773733, 0.9347691535949707]",0.9691301087538401
joy,When I was admitted to the Sofia University. ,joy,"[0.3975320855776469, 0.22542020181814829, 0.3942963456114133, 0.6470493624607722, 0.7409249742825826, 0.390560249487559, 0.29107800374428433]",0.7409249742825826
fear,When I come home late at night. ,guilt,"[0.7951466838518778, 0.6855613688627878, 0.8371305962403616, 0.8759343028068542, 0.5467464129130045, 0.8361307283242544, 0.7742826839288076]",0.8759343028068542
anger,"When I talk to silly, petty-minded and unmanageable people. ",anger,"[0.953465869029363, 0.9440866907437643, 0.7585902710755666, 0.8253764808177948, 0.012885325607688477, 0.6330440739790598, 0.9236572484175364]",0.953465869029363
sadness,When my friend (girl) went abroad for two years. ,guilt,"[0.5472761690616608, 0.44864040116469067, 0.5312585855523745, 0.8153745035330454, 0.48776360352834064, 0.7754697501659393, 0.6326290865739187]",0.8153745035330454
disgust,When I happen to witness some sadistic acts. ,disgust,"[0.8960572083791097, 0.9364277919133505, 0.903620441754659, 0.844001958767573, 0.0017520656110718846, 0.5914217797884097, 0.8576565583546957]",0.9364277919133505
shame,When I have a plain appearance. ,guilt,"[0.19448157586157322, 0.10005053353961557, 0.08604326820932329, 0.41593969364960987, 0.287717520724982, 0.1765697399775187, 0.2666230723261833]",0.41593969364960987
guilt,When someone is accused or punished instead of me. ,shame,"[0.8444770077864329, 0.7551681598027548, 0.756109376748403, 0.7349051833152771, 0.014166377310175449, 0.728597695628802, 0.8593844374020895]",0.859384437402089
joy,I was admitted to the University and a niece was born to me. ,joy,"[0.25472781869272393, 0.09426961777110894, 0.19967047249277434, 0.6261468057831129, 0.8704623381296793, 0.27396088233217597, 0.09143966964135568]",0.8704623381296793
fear,I was bitten by a dog. ,guilt,"[0.8481168846289316, 0.8261769513289133, 0.9061795969804128, 0.943513015906016, 0.10155426415925224, 0.7122718989849091, 0.8526282807191213]",0.943513015906016
anger,My grandfather's funeral. ,sadness,"[0.5936407198508581, 0.5075475623210272, 0.7376429984966913, 0.7754804591337839, 0.2148526958966007, 0.8553265531857809, 0.646559089422226]",0.8553265531857809
sadness,I was alone at home on New Year's Eve. ,sadness,"[0.6079968164364496, 0.5881564617156982, 0.7775890429814657, 0.7700596650441488, 0.3700992638866107, 0.876676470041275, 0.7238549590110779]",0.876676470041275
disgust,I was on a walk with my child when I met a drunk woman. ,guilt,"[0.736591582496961, 0.6962233732144038, 0.6419597814480463, 0.9239972035090128, 0.16226054153715572, 0.6599136466781298, 0.8441914021968842]",0.9239972035090128
shame,I was unaware that I had walked the streets in torn trousers. ,shame,"[0.6760257830222448, 0.6334944864114126, 0.6409837156534195, 0.8155538241068522, 0.10132973827421665, 0.8096607426802317, 0.8915917177995046]",0.891591717799504
guilt,Once I worked as a designer. A fitter was hard hit in a damage that occurred at the building site I had designed. ,guilt,"[0.6192379693190256, 0.5579500993092855, 0.6508490244547526, 0.8877381881078085, 0.28055135036508244, 0.7175415207942327, 0.7451762060324351]",0.8877381881078085
joy,My admittance to the University. ,joy,"[0.15288535552099347, 0.016732269917459536, 0.1866953307762742, 0.37217666239788133, 0.8045042554537455, 0.06252440065145493, 0.02865015765807281]",0.8045042554537455
fear,A grenade blew out next to me. ,fear,"[0.8745707869529724, 0.7728700141112009, 0.9214668373266856, 0.8602039118607839, 0.08244368644470039, 0.7012211022277673, 0.8266578217347463]",0.9214668373266856
anger,An unjust calumny concerning me. ,shame,"[0.9533375302950541, 0.9616464177767435, 0.891567329565684, 0.7452864525839686, 0.0008066308461517716, 0.6373321612675985, 0.9763108690579733]",0.976310869057973
sadness,Unrealisation of the desired profession (aviator). ,shame,"[0.9105904400348663, 0.8942995170752207, 0.8847209711869558, 0.8734209934870402, 0.005665107717504725, 0.9265313645203909, 0.9377141296863556]",0.937714129686355
disgust,Disgust with a subordinate. ,disgust,"[0.8389891435702642, 0.9917738536993662, 0.5876849492390951, 0.8384207040071487, 0.00263407420910274, 0.7826567242542902, 0.9835198720296224]",0.9917738536993662
shame,I lied to a friend. ,shame,"[0.691366563240687, 0.6825012713670731, 0.6006064961353937, 0.9550524353981018, 0.014274862662811453, 0.6750058829784393, 0.9662403265635172]",0.966240326563517
guilt,Betraying someone's trust. ,shame,"[0.9015665153662363, 0.9382632672786713, 0.7549308389425278, 0.8431343932946523, 0.0016065471718320623, 0.49925211211666465, 0.9593326151371002]",0.959332615137100
guilt,Friend's fiancT left her for me. ,guilt,"[0.6787086377541224, 0.6453020324309667, 0.5753523285190264, 0.8867705762386322, 0.8447851439317068, 0.8477906485398611, 0.7636522650718689]",0.8867705762386322
joy,Winning Queensland Chess Championship. ,joy,"[0.045933136716485023, 0.010225812778420126, 0.06882746533180277, 0.3545103214370708, 0.9308601419130961, 0.007546743378043175, 0.00388039024740768]",0.9308601419130961
fear,"When in a car accident where car was total wipe off (wipe out, or write off). ",shame,"[0.6582192132870356, 0.5824272880951563, 0.7779847979545593, 0.8179257412751516, 0.0076456444803625345, 0.6771437786519527, 0.8793441752592722]",0.879344175259272
anger,With self at losing an important game that I should have won. ,shame,"[0.9847856362660726, 0.9344039758046468, 0.9491928219795227, 0.9878239234288534, 0.0030591998559733233, 0.8551580185691515, 0.9905741810798645]",0.990574181079864
sadness,Death of grandfather (unexpected). ,sadness,"[0.5213557382424673, 0.4952629009882609, 0.87750144302845, 0.8213949600855509, 0.01199041260163843, 0.929863820473353, 0.7005608131488165]",0.929863820473353
disgust,Someone smoking on Electric train (Electric trains are non-smoking) with alcohol smell coming from person. ,guilt,"[0.8788947363694509, 0.8580873807271322, 0.9077710608641306, 0.9079916973908743, 0.0286448363137121, 0.6613204752405485, 0.906028131643931]",0.9079916973908743
shame,When bathing at surf beach lost togs. ,shame,"[0.6316202233235041, 0.4436896542708079, 0.7162530372540156, 0.8706456820170084, 0.3676203601062298, 0.7845742056767145, 0.9175382951895396]",0.917538295189539
guilt,Promising someone to do their job and then not being able to do it due to transport troubles. ,shame,"[0.9432567457358042, 0.8888505597909292, 0.8855114082495371, 0.9226364294687907, 0.005277925156406127, 0.798763245344162, 0.9482650061448415]",0.948265006144841
joy,"Receiving a very personal letter from a lady that I like, which revealed that she was more enthusiastic about me than I had thought possible. ",joy,"[0.0019529046354970585, 0.00018016478134086356, 0.03687230796397974, 0.12906969241642705, 0.895889550447464, 0.00047166955725212273, 0.0015929647682545085]",0.895889550447464
