labels,text,emotion,prob_emotion,prob_max
surprise,Just in a flash mob. Check it off my  ,joy,"[0.34111326932907104, 0.24403852224349976, 0.23502183705568314, 0.8290850520133972, 0.20861168205738068, 0.7550354301929474]",0.8290850520133972
sadness,At my brothers friends house doing nothing. This is what happens when I come back home ,surprise,"[0.37125614285469055, 0.29298900067806244, 0.19533563405275345, 0.2282024547457695, 0.41170595586299896, 0.6765077710151672]",0.6765077710151672
joy,Midnight. Unstarted essay plan due tomorrow for the teacher that doesn't like me. ,anger,"[0.9693584442138672, 0.9321478009223938, 0.8629077076911926, 0.0548967681825161, 0.8041127026081085, 0.8559119403362274]",0.9693584442138672
surprise, weet ik nog niet maar kweet al wel een cadeau en dat zijn disco-lights die wel vet zijn ) ,surprise,"[0.8564061522483826, 0.702244222164154, 0.8019033372402191, 0.6392349898815155, 0.7608556747436523, 0.9892112910747528]",0.9892112910747528
joy,I found my long lost loved clothes! ! ,surprise,"[0.00918914214707911, 0.0010478586773388088, 0.004814462270587683, 0.9933967292308807, 0.07664310093969107, 0.9952627122402191]",0.9952627122402191
disgust,So fucking pissed off. Fuck bum ass low life's ltltltltltlt every single one of you me! ,anger,"[0.9982210397720337, 0.9951945841312408, 0.1135204341262579, 0.4545179456472397, 0.08818863611668348, 0.4994160896167159]",0.9982210397720337
joy,Christmas music at CITB band practice! ! ,joy,"[0.16393808275461197, 0.006253130966797471, 0.04087440948933363, 0.9218725860118866, 0.011389161925762892, 0.8578287065029144]",0.9218725860118866
sadness,I can't talk to you while you drive youarenotamulti-tasker  ,anger,"[0.9713526964187622, 0.7754585444927216, 0.7131399512290955, 0.3467704504728317, 0.6777371764183044, 0.8573033511638641]",0.9713526964187622
anger,It should be a sin to play 'Frosty the Snowman' when there is no snow outside! ,disgust,"[0.9712566137313843, 0.9726859629154205, 0.6355217099189758, 0.2759772762656212, 0.5040141493082047, 0.8709615767002106]",0.9726859629154205
sadness,I don't think  liked my philosophical -second synopsis of The English Patient. ,anger,"[0.8417948186397552, 0.6655546426773071, 0.2907703220844269, 0.04959913529455662, 0.5142481178045273, 0.7082673013210297]",0.8417948186397552
joy, I'm stuck listening to shit old Essex fm ,anger,"[0.9893554747104645, 0.9691963493824005, 0.7763524651527405, 0.05402245186269283, 0.8796354234218597, 0.7785268425941467]",0.9893554747104645
fear,"The will be into and it will keep on saying, Is there any A muslim hell fire. ",fear,"[0.9465609490871429, 0.9284557104110718, 0.9661067426204681, 0.17073721438646317, 0.5445118024945259, 0.9621999561786652]",0.9661067426204681
fear,Food for thought falling and loud noises are the only fears we are born with - all others are learned through life experiences. ,fear,"[0.06319662369787693, 0.4531946871429682, 0.9756588637828827, 0.10498524457216263, 0.08762725442647934, 0.45284560322761536]",0.9756588637828827
anger,don't join in a RT  Teacher who prohibit their students for competition is just S. O. A. B! ! ! ,anger,"[0.9854178130626678, 0.9806868135929108, 0.7797083258628845, 0.1544611155986786, 0.6973806619644165, 0.9667989015579224]",0.9854178130626678
surprise,En dan krijg je ff een cadeautje van een tweep melike ,surprise,"[0.9079737663269043, 0.8455089926719666, 0.8278946280479431, 0.8991447389125824, 0.8181765079498291, 0.9781534969806671]",0.9781534969806671
joy,"Life is not about waiting for the storm to pass, It is about learning to dance in the rain. Wisdom  ",joy,"[0.11017106100916862, 0.07888072170317173, 0.1823783777654171, 0.8466964364051819, 0.16998739913105965, 0.39049308001995087]",0.8466964364051819
joy,rd week of advent candle of ,surprise,"[0.7619737386703491, 0.5108903795480728, 0.5453925877809525, 0.7782399356365204, 0.7361918389797211, 0.9008451998233795]",0.9008451998233795
fear,There is no shame in being afraid. We are all afraid of something. ,fear,"[0.025347723625600338, 0.048050884157419205, 0.9769276082515717, 0.24573259055614471, 0.11527662724256516, 0.5683026909828186]",0.9769276082515717
fear,"[Or hear,] quotI do not in am SURE of it, amp I am not saved because I feel no worthiness in me? quot ",surprise,"[0.814838171005249, 0.8490569889545441, 0.9155997037887573, 0.1940307840704918, 0.9155216813087463, 0.9738444685935974]",0.9738444685935974
fear,"not afraid of tomorrow, for I have seen yesterday and I love today less” ",disgust,"[0.8524376749992371, 0.8759341835975647, 0.40543197095394135, 0.572454959154129, 0.7755016982555389, 0.6700666844844818]",0.8759341835975647
fear," i will play in º Wales division, ",surprise,"[0.37981657683849335, 0.15280912071466446, 0.3456523194909096, 0.4979144036769867, 0.15247569978237152, 0.6005034744739532]",0.6005034744739532
sadness,third night of feasting is officially complete ,joy,"[0.10222899913787842, 0.015803776681423187, 0.03112209215760231, 0.9036762714385986, 0.010565961245447397, 0.6429694890975952]",0.9036762714385986
anger, I can't retweet stuff in the public domain re T. at the moment. I hate people treating me as if I am clinically stupid. ,anger,"[0.9767573177814484, 0.9612745940685272, 0.802404373884201, 0.11620434373617172, 0.7944235503673553, 0.9045552611351013]",0.9767573177814484
joy," Thought in Motions GOAL EVERY person that comes in contact with us, leaves feeling nurtured amp supportedquotPEACE LOVE ",joy,"[0.002741961390711367, 0.006543666590005159, 0.009305938903708011, 0.9694483280181885, 0.0025936283636838198, 0.6282059401273727]",0.9694483280181885
joy,A great rainy day to be running around inspecting + properties today. . . ,joy,"[0.3419937342405319, 0.11670108884572983, 0.24450325220823288, 0.7443086504936218, 0.34055832028388977, 0.7042581737041473]",0.7443086504936218
surprise,Get called from secondary school Mr. Ong. H. K ,surprise,"[0.5934610664844513, 0.27191688120365143, 0.3856418877840042, 0.6025269329547882, 0.2937031090259552, 0.775900274515152]",0.775900274515152
surprise," Oh wow, you see the mach fixing probe with Lyon, Ajax were very hard done by and have gone out cos of a terrible ref ",surprise,"[0.8598078787326813, 0.9170078337192535, 0.7647691667079926, 0.4379020780324936, 0.753542572259903, 0.985885739326477]",0.985885739326477
joy,Fabulous tour of station. with added bonus of free trip to  ,joy,"[0.04330209642648697, 0.022859035059809685, 0.031483075581490993, 0.9367450773715973, 0.013597458600997925, 0.7797788381576538]",0.9367450773715973
sadness, gutted im away this weekend and not able to meet up with u and little guy ,sadness,"[0.0667945696040988, 0.36772439256310463, 0.45766231417655945, 0.4143240302801132, 0.9965549111366272, 0.6714085042476654]",0.9965549111366272
joy,quotThe happiest people don't necessarily have the best of everything. . . . . they just MAKE the best of everything. quot ,joy,"[0.021949665620923042, 0.011095660272985697, 0.029992192052304745, 0.9863247275352478, 0.009453669656068087, 0.6846125423908234]",0.9863247275352478
fear," Bordel, elle sort d'où Miss Bretagne ? ",surprise,"[0.8975978195667267, 0.858938455581665, 0.6834936738014221, 0.33974413573741913, 0.8182529211044312, 0.9797452688217163]",0.9797452688217163
sadness,Hate the fact that people are using as an excuse to get faded every weekend. . . . at it's finest ,disgust,"[0.9883126318454742, 0.9948827922344208, 0.29304446652531624, 0.45060011744499207, 0.5437489897012711, 0.5072729662060738]",0.9948827922344208
joy,About to start writing this speech ,surprise,"[0.4332401156425476, 0.26405417919158936, 0.6392715573310852, 0.44829000532627106, 0.34503576159477234, 0.683403879404068]",0.683403879404068
surprise, so. . . my boss told me today that I am on vacation next week! I had no idea I had another week of vacation this year. ,surprise,"[0.906158834695816, 0.6978102624416351, 0.8911877274513245, 0.8701937794685364, 0.7610649466514587, 0.9968445897102356]",0.9968445897102356
anger,I refuse to go to sleep w/ or in my heart. THAT is ego not higher spiritual consciousness. LOVE is what we need! ,surprise,"[0.08095582202076912, 0.04150133579969406, 0.10232561826705933, 0.1819140538573265, 0.055449968203902245, 0.19995738938450813]",0.19995738938450813
fear," I feel great, slept from . until my alarm went off, why have you the ? ",surprise,"[0.9518251419067383, 0.25990598648786545, 0.20868012309074402, 0.9183739721775055, 0.15227273851633072, 0.9732629656791687]",0.9732629656791687
joy,"When u ur good, u r demonstrating The quality of strengthens it amp makes it more vibrant.  ",joy,"[0.03167249076068401, 0.010932914447039366, 0.024239935912191868, 0.8487451672554016, 0.026412077248096466, 0.797545850276947]",0.8487451672554016
fear,. if u say sum bout me behind my back its sum u bout me! ,surprise,"[0.902294933795929, 0.8957124650478363, 0.8162699043750763, 0.3074743002653122, 0.7591853737831116, 0.9163441061973572]",0.9163441061973572
fear," not afraid of tomorrow, for I have seen yesterday and I love today less” ",disgust,"[0.8524376749992371, 0.8759341835975647, 0.40543197095394135, 0.572454959154129, 0.7755016982555389, 0.6700666844844818]",0.8759341835975647
joy,"to pikeville to eat, and then to a basketball game. . . ",joy,"[0.3439449518918991, 0.1688246876001358, 0.23264209181070328, 0.7596049308776855, 0.08924498409032822, 0.7212022840976715]",0.7596049308776855
fear,Let's drink some beer more beer my music's trying to tell me something ,surprise,"[0.7377193570137024, 0.2949315309524536, 0.1281006969511509, 0.7738673985004425, 0.1640917956829071, 0.9105538427829742]",0.9105538427829742
joy,Communion next week! Blessed beyond! Now to spread god's by giving the of Christ in every student! ,joy,"[0.003602346987463534, 0.0011590734357014298, 0.08826143387705088, 0.9662021100521088, 0.0030928284395486116, 0.9227571487426758]",0.9662021100521088
joy," Well done! ! D Bon bah maintenant, il ne te reste plus qu'à réviser pour les finals! ",sadness,"[0.5579403638839722, 0.5049814730882645, 0.43132033944129944, 0.6431508511304855, 0.867661714553833, 0.49747711420059204]",0.867661714553833
surprise,yeah i think u deserve a reward for that. . . . . ,joy,"[0.0063804356614127755, 0.003970710095018148, 0.04478007135912776, 0.9425878822803497, 0.009388738311827183, 0.8262692093849182]",0.9425878822803497
anger,I'm often misunderstood. People mistake my for and other things. My higher power is centering while in the eye of the storm! ,surprise,"[0.3123665153980255, 0.08613897301256657, 0.3202245980501175, 0.34376856684684753, 0.0814149770885706, 0.7737605273723602]",0.7737605273723602
joy,very excited about the message for this weekend  - Jesus and Joy peace ,joy,"[0.0013986320700496435, 0.0014453321055043489, 0.0012419097474776208, 0.9874717593193054, 0.0012294327898416668, 0.7868492901325226]",0.9874717593193054
sadness,Can't fall back asleep ,anger,"[0.9380940794944763, 0.5000982582569122, 0.8302581906318665, 0.15982819348573685, 0.7799543142318726, 0.8762707710266113]",0.9380940794944763
joy,"Just watched my Fair Queen daughter Kris smile as she was complimented by Santa hat wearing kids saying quotQueen, you rock it BIG! quot ",joy,"[0.0024568528751842678, 0.003111338708549738, 0.07350163604132831, 0.9830026030540466, 0.001270783832296729, 0.8937755227088928]",0.9830026030540466
joy,now i must go shave my face and head to work-_- yay woohoo fml ,joy,"[0.4784373790025711, 0.06615716591477394, 0.050487727858126163, 0.9843201041221619, 0.03203813033178449, 0.7370250225067139]",0.9843201041221619
joy,Going downtown to Millennium park today with the family. . in the cold. . . And rain ,anger,"[0.7882502973079681, 0.3777710497379303, 0.6478178203105927, 0.17307956516742706, 0.3848886936903, 0.5711052715778351]",0.7882502973079681
joy,Well this is depressing and now I have to write a paper about a depressed girl. ,sadness,"[0.0886814184486866, 0.15438923239707947, 0.4101216234266758, 0.006452441914007068, 0.9939003586769104, 0.5273852795362473]",0.9939003586769104
joy,Done working! Now goin home ant time to study ,joy,"[0.38053256273269653, 0.3738599419593811, 0.19761419296264648, 0.941801518201828, 0.21321028470993042, 0.693954348564148]",0.941801518201828
joy,Fashion show all after noon ,surprise,"[0.11291936412453651, 0.010543933603912592, 0.022836307995021343, 0.39259856939315796, 0.01346260029822588, 0.6011983156204224]",0.6011983156204224
joy,I have to write four essays for the Santa Clara application. This is why I've stopped finishing these applications-. - ,anger,"[0.9137164652347565, 0.7001966238021851, 0.7035757303237915, 0.030445738695561886, 0.6438197195529938, 0.5360512137413025]",0.9137164652347565
joy,listening to depressing music and finishing my english paper because i practically hate my life. ,sadness,"[0.12794950976967812, 0.990650475025177, 0.932189553976059, 0.07013450749218464, 0.9963340759277344, 0.7416285574436188]",0.9963340759277344
fear,  plz dun tell to Jay who disclosed this ep (jk ekekekekeke) ,surprise,"[0.8013090789318085, 0.31293006241321564, 0.4277966618537903, 0.34298208355903625, 0.3165716230869293, 0.8683943152427673]",0.8683943152427673
fear,Strictly avoid frightening ideas ,fear,"[0.05281614512205124, 0.5900160372257233, 0.810439944267273, 0.011295310221612453, 0.16576191037893295, 0.5722717344760895]",0.810439944267273
joy,I come home and my little sister is having a slumber party at my house. . . ,surprise,"[0.9148390889167786, 0.7582778036594391, 0.7105636298656464, 0.6645134687423706, 0.5944669842720032, 0.9674926996231079]",0.9674926996231079
joy,Omw back home - walking ,surprise,"[0.7188167572021484, 0.474842369556427, 0.45644935965538025, 0.6190114915370941, 0.6923190653324127, 0.7899665236473083]",0.7899665236473083
joy,"Hearty Greetings my friends, Wishing all of you waves of ~~~ amp ~~~ this Friday evening. . . ^__^ ",joy,"[0.014374856371432543, 0.006167275132611394, 0.016866138204932213, 0.9322217404842377, 0.03341856971383095, 0.6099719554185867]",0.9322217404842377
sadness,im PHONELESS. . . . my phone is at the sprint store. . . . sleeping there away from me. . . . lls ,surprise,"[0.9106627702713013, 0.7575704157352448, 0.7433002889156342, 0.06201472133398056, 0.9074516892433167, 0.9250166416168213]",0.9250166416168213
surprise,Gisteravond had ik nog een briljant idee in me hoofd voor een Sinterklaas gedicht. Alleen is me blaadje nu nog leeg. . . drama ,surprise,"[0.2759871780872345, 0.5978788882493973, 0.4796251803636551, 0.35091036558151245, 0.410799503326416, 0.8159548938274384]",0.8159548938274384
joy,Ate two minutes ago and I'm hungry ,surprise,"[0.664594441652298, 0.06404913403093815, 0.06289508752524853, 0.15351994335651398, 0.08089719340205193, 0.8942159414291382]",0.8942159414291382
anger,Expressing anger is not getting it out of your system but feeding it. Only understanding amp can neutralise dharmaoftheday ,anger,"[0.9305931925773621, 0.26735398918390274, 0.17667131312191486, 0.018885556142777205, 0.11633207276463509, 0.5896744430065155]",0.9305931925773621
fear,"I A♏ not afraid of tomorrow, for I have seen yesterday and I love today less ",surprise,"[0.5307039171457291, 0.7138267457485199, 0.5821437537670135, 0.6163833439350128, 0.5258197039365768, 0.7699011862277985]",0.7699011862277985
surprise,All in a sudden I found myself in a relationship with him . . . Without even letting me know ,surprise,"[0.8500492572784424, 0.7039380371570587, 0.7984167039394379, 0.11077267676591873, 0.7558186948299408, 0.9919543266296387]",0.9919543266296387
disgust, okay you can't say chipped after that. . . you're officially dismissed from this convo after that statement. ,anger,"[0.9206761121749878, 0.8513721823692322, 0.522704154253006, 0.19387279450893402, 0.44341960549354553, 0.8126012086868286]",0.9206761121749878
joy,Llegando con lo justo a todos lados y pensando en mis planes de la noche ,joy,"[0.3771134167909622, 0.07326804846525192, 0.4617047980427742, 0.7917788922786713, 0.16002865135669708, 0.5527569651603699]",0.7917788922786713
joy,Humor. amp understanding of the role plays in life bringing wealth richness. otherwise StayFarAwayFromMeIf … ,surprise,"[0.26215220242738724, 0.08657027408480644, 0.18246838450431824, 0.5619884580373764, 0.0055367700988426805, 0.7254905104637146]",0.7254905104637146
anger,"It is the DND's job to cover the ass of a lying Minister of National Defence? Abuse of Power, Absence of Ethics. . . RAGE ",anger,"[0.9966385960578918, 0.9889585971832275, 0.38420391269028187, 0.38337960839271545, 0.44140502146910876, 0.4570671357214451]",0.9966385960578918
surprise," wel duidelijk van wie hij z'n creativiteit heeft, echt een coole ",surprise,"[0.021741723641753197, 0.27419889997690916, 0.018496776930987835, 0.9150641560554504, 0.018949866760522127, 0.9722193479537964]",0.9722193479537964
surprise,Like the th time I've watch and just found out that he shags that French bird legend ,surprise,"[0.9557518661022186, 0.8844299912452698, 0.868871659040451, 0.5244506150484085, 0.7823904156684875, 0.9740060865879059]",0.9740060865879059
sadness,well i just left my book at school soooo no essay ,anger,"[0.8953641057014465, 0.4197808504104614, 0.436760276556015, 0.10191495716571808, 0.38460831344127655, 0.8711902499198914]",0.8953641057014465
joy,"I can't touch tangibly, but I can feel Him tangibly affect me-Sy Rogers ",surprise,"[0.17171230167150497, 0.11601002514362335, 0.2635129988193512, 0.6245093941688538, 0.2629610672593117, 0.7765070796012878]",0.7765070796012878
joy,if i am not peri i wish i could be a butterfly ) fly high and high and give people joy and happiness ) ,joy,"[0.0012990288669243455, 0.0016086928080767393, 0.0010197261872235686, 0.9668985903263092, 0.0031575647881254554, 0.7236018180847168]",0.9668985903263092
sadness,"Half Blood Prince is airing for the first time ever on TV y'all, HERE WE GO. ",surprise,"[0.4567207247018814, 0.5927000939846039, 0.8361667394638062, 0.8766916692256927, 0.3302358388900757, 0.9610870778560638]",0.9610870778560638
joy,Each present or sorrow seems the chief. ,sadness,"[0.018085159361362457, 0.8701811134815216, 0.874319463968277, 0.6382018029689789, 0.9965454638004303, 0.7228277176618576]",0.9965454638004303
sadness,My Rocky Horror poster just fell off of my door ) ,surprise,"[0.931710958480835, 0.9231965839862823, 0.9403556287288666, 0.26850567758083344, 0.820020318031311, 0.9480691850185394]",0.9480691850185394
disgust,"A woman is accused of stabbing her husband, cutting his body parts up amp cooking him -__- ",disgust,"[0.9505692720413208, 0.9638934135437012, 0.9509643018245697, 0.19945496320724487, 0.8697872459888458, 0.8512834310531616]",0.9638934135437012
fear,"For all those years you've protected the seed, it's time to become the beautiful flower. ~S. C. Paul ",joy,"[0.07727137207984924, 0.005947681842371821, 0.20574450492858887, 0.8881457149982452, 0.095784030854702, 0.8527993261814117]",0.8881457149982452
sadness,Watching the football state championship ) should be us ,joy,"[0.28077998757362366, 0.22123753651976585, 0.1582227312028408, 0.8049345910549164, 0.3113539069890976, 0.7699503898620605]",0.8049345910549164
joy,Thursday night channel ! ,surprise,"[0.5641221106052399, 0.33505385369062424, 0.3271915167570114, 0.584041565656662, 0.3348337709903717, 0.6926687061786652]",0.6926687061786652
anger,He runs with anger like a RB cause he's still a virgin ,anger,"[0.9949384033679962, 0.8157571256160736, 0.09503873623907566, 0.15490326657891273, 0.28340891003608704, 0.6126726567745209]",0.9949384033679962
fear," not afraid of tomorrow, for I have seen yesterday and I love today less” ",disgust,"[0.8524376749992371, 0.8759341835975647, 0.40543197095394135, 0.572454959154129, 0.7755016982555389, 0.6700666844844818]",0.8759341835975647
surprise,weird Vela scored today and it wasn't a chip ,surprise,"[0.6461906433105469, 0.44938452541828156, 0.34160391986370087, 0.5442637056112289, 0.1266005039215088, 0.9902361035346985]",0.9902361035346985
disgust,"I absolutely hate lady gaga, katy perry, amp nicki minaj's style! ! ! me ",disgust,"[0.9883837997913361, 0.9961288869380951, 0.8288781046867371, 0.08140572533011436, 0.7212321311235428, 0.832854688167572]",0.9961288869380951
disgust,Modern conceptions of love disgust me. love misconceptions badrelationships ,disgust,"[0.9822176396846771, 0.9951149821281433, 0.9794569909572601, 0.07063817977905273, 0.8628417253494263, 0.941879004240036]",0.9951149821281433
joy,movie time with the family. NOT ,surprise,"[0.4886917620897293, 0.32375679910182953, 0.1493832729756832, 0.06758398376405239, 0.2985318936407566, 0.5868887305259705]",0.5868887305259705
disgust,quotoh i got so fucked up last nightquot but ur tho . . . where the hell are ur parents . . . they probably only ,surprise,"[0.912580817937851, 0.8516861796379089, 0.880574643611908, 0.13806077465415, 0.7683567404747009, 0.946723073720932]",0.946723073720932
surprise,Thank you  for turning my not-so-good-day into a super happy one! ! I love you to the moon and back! lt ,joy,"[0.004531262326054275, 0.006060557905584574, 0.1618126379325986, 0.989533931016922, 0.0226084403693676, 0.9284539222717285]",0.989533931016922
sadness,Live as shit at the mall. American Eagle is havin a % off everything sale and I have no funds. smh ,anger,"[0.9823219180107117, 0.9046564698219299, 0.8443794846534729, 0.10161412134766579, 0.7740677297115326, 0.8732969760894775]",0.9823219180107117
joy,Truck load of uni work that need doing when I get back. ,anger,"[0.9455434083938599, 0.5418967008590698, 0.7422398328781128, 0.16191960126161575, 0.5600061416625977, 0.8117179870605469]",0.9455434083938599
fear,'Gripped by fear' is an oddly apt phrase for times when it feels like fear is gripping you. It's like you're being gripped by fear. ,fear,"[0.45398324728012085, 0.6862317621707916, 0.9957443177700043, 0.43403753638267517, 0.26246632263064384, 0.9665062725543976]",0.9957443177700043
fear,Follow me on Twitter for official  results and coverage ,surprise,"[0.45595578849315643, 0.43774911761283875, 0.4139801859855652, 0.4833783507347107, 0.42750175297260284, 0.6736858785152435]",0.6736858785152435
anger,is the root of all even. I'm so freakin freakin out. I want to jump through this tv amp I want to take over as offensive coordinator. ,anger,"[0.9596094191074371, 0.03617906617000699, 0.8760018050670624, 0.4795849323272705, 0.13194230641238391, 0.920548290014267]",0.9596094191074371
surprise, Ah et tu nous reserve quoi comme e tweet? legende ,surprise,"[0.8563112020492554, 0.6717981100082397, 0.7324376702308655, 0.6398168504238129, 0.7158784568309784, 0.9729529023170471]",0.9729529023170471
fear,and faith have equivalent power. The first moves you backward and the second moves you forward. Choose ,surprise,"[0.0635948721319437, 0.037833014503121376, 0.036041345447301865, 0.08193608745932579, 0.052734559401869774, 0.21400243043899536]",0.21400243043899536
joy,"Shrek. Ik ben meer voor roze met beetje groen, dan voor groen groen. En ik zie permanent clijsters in fiona. ",disgust,"[0.6992761492729187, 0.8636189103126526, 0.8477491140365601, 0.4361974745988846, 0.265027292072773, 0.7240078449249268]",0.8636189103126526
sadness,"Sometimes I wish I did bang with ppl in my town times like this some real, true friends but I dont ",surprise,"[0.6506140828132629, 0.3180934265255928, 0.47209009528160095, 0.30930834263563156, 0.9491061866283417, 0.9588820338249207]",0.9588820338249207
surprise,Oh chocolate wrapper on my desk. . . you were hiding the last piece of chocolate. Saving it for the moment i needed it. ,surprise,"[0.6647807359695435, 0.1558503732085228, 0.2839422971010208, 0.8410427272319794, 0.4091082066297531, 0.9750356376171112]",0.9750356376171112
joy,completed my values and ethics essay now to get drunk tonight ,joy,"[0.4363722801208496, 0.20474054664373398, 0.13355090469121933, 0.6009412854909897, 0.061300965026021004, 0.4854791760444641]",0.6009412854909897
sadness, So basically we're settling on the fact he's not going to. ,sadness,"[0.5977116525173187, 0.5299363732337952, 0.2958573251962662, 0.10901490971446037, 0.7612157166004181, 0.5991562306880951]",0.7612157166004181
joy,A CHARLIE BROWN CHRISTMAS WITH THE ORIGINAL VOICES. PRAISE ,joy,"[0.0017649302608333528, 0.001102527225157246, 0.0022169440053403378, 0.9832996129989624, 0.0018067558703478426, 0.5067413076758385]",0.9832996129989624
joy,three papers due this week and now a stomach virus as well. ,anger,"[0.9675778448581696, 0.8967368900775909, 0.9482862055301666, 0.04558773711323738, 0.6221640110015869, 0.9431595206260681]",0.9675778448581696
fear,It's hard when you something you have to do! Just because you don't feel like you're ready. . . Am I ready to JUMP? ? ? ,surprise,"[0.917075514793396, 0.6741146743297577, 0.9241541028022766, 0.019312686286866665, 0.8686187565326691, 0.9400394856929779]",0.9400394856929779
surprise,Going to visit my daddy at work since it's his birthday ! ,joy,"[0.18143626302480698, 0.05189330689609051, 0.3697087690234184, 0.9316173195838928, 0.4835579842329025, 0.840653270483017]",0.9316173195838928
sadness,Just realized that I'm allergic to my shampoo! ! Great! ,surprise,"[0.9886606335639954, 0.9650177657604218, 0.9732235670089722, 0.7953675985336304, 0.8770060241222382, 0.9891534447669983]",0.9891534447669983
sadness, follow me amp retweet me pleaseee! I guess u never saw any of my tweets asking u too ( please do it for a fan! ,surprise,"[0.48723869025707245, 0.03262473829090595, 0.08681938052177429, 0.4656418263912201, 0.05997101962566376, 0.8393039405345917]",0.8393039405345917
joy,Maybe doing black Friday to see all these crazy people. ,surprise,"[0.7359664738178253, 0.25345227122306824, 0.6835500597953796, 0.8998763263225555, 0.11117859557271004, 0.9411182403564453]",0.9411182403564453
fear,I'm so afraid of viruses now. why did he have to watch this video? ! ,fear,"[0.9718535542488098, 0.9322817921638489, 0.9919168949127197, 0.05015125498175621, 0.37984423339366913, 0.9428772330284119]",0.9919168949127197
joy,Listening to Fabrizio Bosso Live  Blue Note Milano! ,joy,"[0.30177952349185944, 0.1264571249485016, 0.13207844272255898, 0.8690129518508911, 0.06472383812069893, 0.8441022038459778]",0.8690129518508911
disgust,"In car with an uncle, he sneezes the loudest I've ever heard. The car started smelling like sneeze, couldn't stop gagging. ",disgust,"[0.9798188507556915, 0.9938502013683319, 0.9485407471656799, 0.11007287725806236, 0.4533190280199051, 0.9778872430324554]",0.9938502013683319
sadness,My trusty schwinn almost destroyed my face today. ,fear,"[0.9512107074260712, 0.808832973241806, 0.9518864750862122, 0.13230369240045547, 0.7542866170406342, 0.9115183055400848]",0.9518864750862122
surprise,There's a special place in hell for people who pee on the toilet seat in a badly lit public bathroom. ,disgust,"[0.986914187669754, 0.992627888917923, 0.9759460389614105, 0.1456775888800621, 0.791794091463089, 0.9181007742881775]",0.992627888917923
joy,"Digging through some old stuff, just found an old-school Houston Oilers hat from my childhood. Best day ever. ChristmasMiracle ",joy,"[0.011407184414565563, 0.0011460582027211785, 0.011755812913179398, 0.9859239161014557, 0.001688737131189555, 0.979773223400116]",0.9859239161014557
sadness,"Feel weird to be back in Derby, doesn't feel like home to me anymore. ",surprise,"[0.17522680386900902, 0.3565734028816223, 0.3564237356185913, 0.07980581372976303, 0.6848175227642059, 0.9798903167247772]",0.9798903167247772
sadness, we are in the same house. . . why could you not just say this to my face? oh thats right you have no balls ,anger,"[0.9764417707920074, 0.9163298308849335, 0.924125462770462, 0.049919964745640755, 0.4825435131788254, 0.9494706094264984]",0.9764417707920074
sadness,im so cold and my beds so empty tonight ,sadness,"[0.7885240912437439, 0.7302432656288147, 0.9246137738227844, 0.08329647034406662, 0.9911806583404541, 0.784349650144577]",0.9911806583404541
sadness, SO JEALOUS! I bought the new one amp can't read it till Friday  ,sadness,"[0.04118034616112709, 0.26161862164735794, 0.036571274511516094, 0.5192948430776596, 0.9122322797775269, 0.5014972742646933]",0.9122322797775269
joy,"So whether you eat or drink or whatever you do, do it all for the glory of God. Corinthians NIV ",joy,"[0.3825756162405014, 0.13536961376667023, 0.329037606716156, 0.8036946654319763, 0.38326142728328705, 0.7784267067909241]",0.8036946654319763
anger,"Thank you, Microsoft Word, for crashing minutes before my assignment is due. . . failure ",anger,"[0.9748636484146118, 0.7988297641277313, 0.9199196100234985, 0.5609338879585266, 0.7734332382678986, 0.8594907522201538]",0.9748636484146118
sadness,Its funny how people who follow you eventually unfollow you only because you never followed them back. ,surprise,"[0.617733359336853, 0.6122342348098755, 0.2365006059408188, 0.23792211711406708, 0.6095300614833832, 0.9613970518112183]",0.9613970518112183
surprise, medam Nan ki abiye pi anfom Nan AP Gen yon KADO ,anger,"[0.8699246048927307, 0.7759122848510742, 0.7424332797527313, 0.6827492415904999, 0.8281314671039581, 0.8699096739292145]",0.8699246048927307
anger,Hate hate hate hate hate hate hate ,disgust,"[0.9884228110313416, 0.9981721043586731, 0.9644902050495148, 0.03854394797235727, 0.7273330539464951, 0.5622529983520508]",0.9981721043586731
joy," Educating Exceptional Students Content Knowledge and Elementary Education Curriculum, Assessment, and Content. ",surprise,"[0.16990412771701813, 0.062015267089009285, 0.10943833738565445, 0.24996968358755112, 0.12538034096360207, 0.4491050988435745]",0.4491050988435745
sadness, nothing worse then a negative KD ratio ,disgust,"[0.9458250105381012, 0.9488582015037537, 0.9154168963432312, 0.021278726868331432, 0.918555349111557, 0.6159339845180511]",0.9488582015037537
surprise,Tonight I need to work on iPhoto books for the kids. They think we aren't giving them anything under the tree. ,surprise,"[0.889137476682663, 0.47669486701488495, 0.8189656734466553, 0.38421380519866943, 0.7264331579208374, 0.9769256114959717]",0.9769256114959717
fear,"After what news has brought out in the news, there is NO way our family will ever fly. Sad but true amp it sucks actually. ",sadness,"[0.9847690761089325, 0.9853960275650024, 0.9645018577575684, 0.042049968615174294, 0.9953759014606476, 0.9510966837406158]",0.9953759014606476
surprise, aggie is cracking jokes I class ,joy,"[0.00459048489574343, 0.003554597031325102, 0.00395590765401721, 0.8883557021617889, 0.0019014900899492204, 0.5940314829349518]",0.8883557021617889
